"","row_names","id","created","contract_time","contract_type","salary_min","salary_max","salary_is_predicted","description","title","company.display_name","company.canonical_name","category.tag","category.label","location.display_name","longitude","latitude","date_queried","available_today","location_coords","day_created"
"6121","1238","402929431","2016-06-24",NA,NA,35715.45,35715.45,"1","...  aspirations to move on to business ops or <strong>data</strong> <strong>science</strong>, we'll give you the time and space to become the best at what you do. You could be a recent graduate or an analyst with a few years ...","Business Intelligence Analyst - Multiple Openings","Deliveroo",NA,"unknown","Unknown","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-24
"6122","1239","402944863","2016-06-24",NA,NA,39903.53,39903.53,"1",". Be part of it. Analytics Insight Centre Lead Background KPMG and Imperial launched a landmark eight year partnership in advance business analytics, the application of <strong>data</strong> <strong>science</strong> ...","Analytics Insight Centre Lead","KPMG UK","KPMG UK","it-jobs","IT Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-24
"6123","1240","392219228","2016-05-26",NA,NA,41818.22,41818.22,"1","...  eight year partnership in advance business analytics, the application of <strong>data</strong> <strong>science</strong> to problems in business. This new centre is innovative for its dual focus on research and impact ...","Analytics Insight Centre Lead","KPMG UK","KPMG UK","unknown","Unknown","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-05-26
"6124","1241","403389124","2016-06-25","full_time",NA,44393.57,44393.57,"1","...  What you will be able to demonstrate - 4-5 years relevant Commercial <strong>data</strong> <strong>science</strong> experience, with an appetite to grow your skills - A good degree in a quantitative field ...","Data Scientist","InMotion",NA,"scientific-qa-jobs","Scientific & QA Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-25
"6125","1242","400658267","2016-06-17",NA,NA,31427.3,31427.3,"1",", HPLC. - Significant Experience of Stability Testing for drug products including assay/related substances, dissolution analysis. - Experience of using Empower chromatography <strong>data</strong> ...  capture system CK <strong>Science</strong> is an Equal Opportunities employer who welcomes applications from all who meet our selection criteria. If you do not hear back from us within 5 working days ...","Senior Analyst - East Mids","CK Group",NA,"scientific-qa-jobs","Scientific & QA Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-17
"6126","1243","401637968","2016-06-21",NA,NA,63475,63475,"0",": Experience applying control theory preferred. Knowledge of thermodynamics desirable. Interpretation and specification of after treatment simulation <strong>data</strong>. Education Preferred: Master ...  of <strong>Science</strong> or Phd qualification preferred. Additional Information : Ability and willingness to support overseas testing as part of the role (USA and Europe) is required - typically ...","30209 Calibration Engineer - diesel after treatment","Engineering & Production Management Consultants Limited",NA,"engineering-jobs","Engineering Jobs","Gaydon, Warwick",-1.47004,52.183601,"2016-06-26 23:02:50",TRUE,"-1.47004 52.183601",2016-06-21
"6127","1244","403198480","2016-06-24",NA,NA,36396.36,36396.36,"1","...  ID _2016-28285_ Job Locations _GBR_ _-_ _LONDON_ Job Function _Data/Content_ Business Area _DATA STRATEGY_ Job Area1 _Research & <strong>Data</strong> <strong>Science</strong>_ Job Area2 __ ...","Manager, Private Markets, Quality and Reporting","Dow Jones","Dow Jones Newswires","unknown","Unknown","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-24
"6128","1245","395676154","2016-06-04",NA,NA,20612.69,20612.69,"1","...  for an excellent recruitment company that specialises in <strong>Data</strong> and Technology, Engineering and Life <strong>Sciences</strong>. The first office was set up in 2005 in Earlsfield, and since then they have grown ...","Trainee Recruitment Consultant- No Experience Needed- £75kOTE","Optimus Search",NA,"sales-jobs","Sales Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-04
"6129","1246","403659546","2016-06-25",NA,NA,17342.61,17342.61,"1","Graduate Scheme: Trainee Recruitment Consultant £20,000- £25,000 basic salary £40,000 - £45,000 OTE in Year 1 Great Portland Street Life <strong>Sciences</strong> Recruitment <strong>Data</strong> & Technology ...","Trainee Recruitment Consultant- Central London Immediate Start","Optimus Search",NA,"sales-jobs","Sales Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-25
"6130","1247","387997263","2016-05-14",NA,NA,76175.55,76175.55,"1","...  words: Java, Concurrency, Trading, Real-time, Low latency, Equities, Futures, Execution About you:  Extensive Core Java experience A deep understanding of Computer <strong>Science</strong> fundamentals ...  – <strong>Data</strong> Structures, Algorithms and Design Patterns  Strong business knowledge in Equities, FX or Futures  Buy-side experience in execution and ideally trading strategies Benefits:  Very ...","Java Algo Developer – Greenfield e-trading Platform","Oxford Knight Limited",NA,"it-jobs","IT Jobs","Docklands, East London",-0.018848,51.505199,"2016-06-26 23:02:50",TRUE,"-0.018848 51.505199",2016-05-14
"6131","1248","396223138","2016-06-06",NA,NA,56449.81,56449.81,"1","...  quality.&nbsp; The ideal candidate will help take the lead in establishing a strong <strong>Data</strong> <strong>Science</strong> capability and instilling best practice in their discipline as the team grows ...","Data Scientist","Sky","Sky","consultancy-jobs","Consultancy Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-06
"6132","1249","395361709","2016-06-04",NA,"permanent",50217.04,50217.04,"1","...  in the advanced technology market sector serving such clients involved in industrial facility design, aerospace and aviation, <strong>data</strong> centers, electronics, life <strong>sciences</strong>, nanotechnology ...","Lead / Associate Mechanical Engineer - Building Services- London, UK","CH2M",NA,"engineering-jobs","Engineering Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-04
"6133","1250","401023233","2016-06-18",NA,NA,48621.83,48621.83,"1",". - Bachelor’s Degree in Computer Science or related field. - Demonstrable professional experience in software development. - Computer <strong>Science</strong> fundamentals in <strong>data</strong> structures, algorithm ...","Software Development Engineer","Amazon.com",NA,"unknown","Unknown","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-18
"6134","1251","397964589","2016-06-09",NA,"permanent",44139.68,44139.68,"1",", SPSS, R; • Apply a range of techniques and theories from mathematics, statistics, decision <strong>science</strong>, <strong>data</strong> engineering, data warehousing and visualisation to extract meaning from ...","PhD Decision Scientist - C/C++/Java, Python, Fortran",NA,NA,"retail-jobs","Retail Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-09
"6135","1252","398912747","2016-06-12",NA,"permanent",35000,45000,"0","...  / Python ) may also have:  Experience working in a fast-growing & dynamic business/start-up environment  A BSc degree, possibly in computer <strong>science</strong>  A love for <strong>data</strong>- maybe you spend time ...","Junior Software Engineer ( HTML / Javascript / Python )","Venturi",NA,"unknown","Unknown","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-12
"6136","1253","399091057","2016-06-13",NA,"permanent",46399.4,46399.4,"1","...  of experience in software development. • A strong foundation in Computer <strong>Science</strong> fundamentals such as <strong>data</strong> structures and algorithms is required. • Several years of experience in any ...","Software Engineer, iTunes Store","Apple","Apple","unknown","Unknown","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-13
"6137","1254","388374991","2016-05-16",NA,NA,58864.88,58864.88,"1",", software development manager, or related role - Computer Science fundamentals in object-oriented design - Computer <strong>Science</strong> fundamentals in <strong>data</strong> structures - Computer <strong>Science</strong> fundamentals ...","Senior Software Development Manager - Client Services","Amazon.com",NA,"unknown","Unknown","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-05-16
"6138","1257","402782703","2016-06-23",NA,NA,59545.14,59545.14,"1","...  fundamentals in object-oriented design Computer <strong>Science</strong> fundamentals in <strong>data</strong> structures Computer <strong>Science</strong> fundamentals in algorithm design, problem solving, and complexity analysis Experience ...","Software Development Engineers - Paris Event","Amazon.com",NA,"unknown","Unknown","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-23
"6139","1260","402243017","2016-06-22","full_time",NA,60000,80000,"0","...  writer, regulatory writing, clinical <strong>data</strong>, writing, <strong>Science</strong>, writer, medical writer, scientific writer, editorial, editor, publishing ...","Senior Account Manager - Part time 4 days","NonStop Recruitment",NA,"scientific-qa-jobs","Scientific & QA Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-22
"6140","1261","402014047","2016-06-22",NA,NA,60000,80000,"0","...  writing, clinical <strong>data</strong>, writing, <strong>Science</strong>, writer, medical writer, scientific writer, editorial, editor, publishing ...","Senior Account Manager - Part time 4 days","NonStop Pharma Recruitment",NA,"healthcare-nursing-jobs","Healthcare & Nursing Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-22
"6141","1262","402920138","2016-06-24",NA,NA,60000,80000,"0","...  writer, regulatory writing, clinical <strong>data</strong>, writing, <strong>Science</strong>, writer, medical writer, scientific writer, editorial, editor, publishing ...","Senior Account Manager - Part time 4 days","NonStop Recruitment",NA,"unknown","Unknown","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-24
"6142","1263","395871413","2016-06-05",NA,NA,48959.56,48959.56,"1","...  projects focused in the advanced technology market sector serving such clients involved in industrial facility design, aerospace and aviation, <strong>data</strong> centers, electronics, life <strong>sciences</strong> ...","Lead / Associate Mechanical Engineer - Building Services- London, UK","CH2M",NA,"unknown","Unknown","London, UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-05
"6143","1264","395572619","2016-06-04","full_time","permanent",49548.69,49548.69,"1","...  projects focused in the advanced technology market sector serving such clients involved in industrial facility design, aerospace and aviation, <strong>data</strong> centers, electronics, life <strong>sciences</strong> ...","Lead / Associate Mechanical Engineer - Building Services- London, UK","CH2M",NA,"engineering-jobs","Engineering Jobs","London, UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-04
"6144","1265","393305218","2016-05-29",NA,NA,45000,45000,"0","...  AND EXPERIENCEAs the Oracle Data Engineer, you will need:A solid background in PL/SQL Development for OracleA good understanding of Oracle <strong>data</strong> solutionsKnowledge of ETLIdeally a computer <strong>science</strong> ...","Lead Data Engineer - SQL and PL/SQL","Harnham",NA,"it-jobs","IT Jobs","Hammersmith, West London",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-05-29
"6145","1267","401614444","2016-06-21",NA,"permanent",42376.54,42376.54,"1","...  participate in Sales Meeting and Sharing Best Practice meetings (e.g. presentation of new clinical <strong>data</strong>). Essential Skills:  Life <strong>Science</strong> Degree, Nursing Degree or equivalent.  Proven ...","Clinical Field Specialist","Ashfield",NA,"healthcare-nursing-jobs","Healthcare & Nursing Jobs","South East England, UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-21
"6146","1268","401614443","2016-06-21",NA,"permanent",41903.54,41903.54,"1","...  participate in Sales Meeting and Sharing Best Practice meetings (e.g. presentation of new clinical <strong>data</strong>). Essential Skills:  Life <strong>Science</strong> Degree, Nursing Degree or equivalent.  Proven ...","Clinical Field Specialist","Ashfield",NA,"healthcare-nursing-jobs","Healthcare & Nursing Jobs","Bexley, Kent",0.14861,51.441399,"2016-06-26 23:02:50",TRUE,"0.14861 51.441399",2016-06-21
"6147","1269","401614352","2016-06-21",NA,"permanent",42827.97,42827.97,"1","...  participate in Sales Meeting and Sharing Best Practice meetings (e.g. presentation of new clinical <strong>data</strong>). Essential Skills:  Life <strong>Science</strong> Degree, Nursing Degree or equivalent.  Proven ...","Clinical Field Specialist","Ashfield",NA,"healthcare-nursing-jobs","Healthcare & Nursing Jobs","UK",NA,NA,"2016-06-26 23:02:50",TRUE,"NA NA",2016-06-21
"6148","1270","402474350","2016-06-23","full_time","permanent",25000,30000,"0","...  Educated to degree level in a numerate; Mathematics, Statistics, Economics, <strong>Sciences</strong> Experience in a <strong>data</strong> led role within agency (or client side of a client/agency relationship); Campaign ...","Junior Data Planner / Campaign Insight Analyst","Blue Pelican",NA,"pr-advertising-marketing-jobs","PR, Advertising & Marketing Jobs","London, UK",-0.139134,51.503378,"2016-06-26 23:02:50",TRUE,"-0.139134 51.503378",2016-06-23
